1.12417571,1.30215059,0.00000000
1.76739785,0.47548708,0.00000000
0.26911206,0.65686675,0.00000000
4.44183602,0.10614334,1.00000000
0.01586089,2.06716509,1.00000000
0.28878830,0.94784505,0.00000000
1.16430221,1.44685236,0.00000000
0.90470686,0.68081917,0.00000000
0.79010415,0.51405262,0.00000000
0.10235418,3.27191953,1.00000000
3.32932931,0.07002180,1.00000000
5.87202828,1.53877083,0.00000000
0.92314002,0.21242618,0.00000000
0.44945280,1.10208690,0.00000000
0.78516189,3.97433010,0.00000000
0.19468462,0.09624817,0.00000000
1.55973667,0.31554372,0.00000000
1.20600503,0.80877264,0.00000000
1.45612431,1.45794656,0.00000000
1.57229038,1.69237259,0.00000000
1.30666309,0.83314088,0.00000000
0.30426634,0.04699815,0.00000000
0.03889083,1.43542611,1.00000000
0.09225041,0.85659952,1.00000000
0.17600099,3.82593088,1.00000000
0.68781302,0.32663293,0.00000000
2.11174881,0.62201836,0.00000000
0.08082158,2.99623646,1.00000000
2.16869748,3.58358690,0.00000000
0.28227992,1.39938944,0.00000000
2.64092937,0.34348764,1.00000000
0.15242450,1.85676984,1.00000000
1.59540258,0.34431478,0.00000000
0.39823584,0.01115133,1.00000000
0.06741076,0.46219625,0.00000000
0.04032974,1.05639288,1.00000000
1.27860220,0.70753005,0.00000000
1.22931719,0.49726745,0.00000000
1.56449916,0.37605945,0.00000000
0.69749420,4.05586380,0.00000000
0.99634647,2.99487239,0.00000000
0.22354163,0.30660322,0.00000000
1.83827726,0.69075066,0.00000000
0.67030127,7.10737230,1.00000000
0.21625474,0.26185653,0.00000000
1.31094196,5.91808265,0.00000000
0.76662011,0.70738581,0.00000000
0.68230030,1.06134845,0.00000000
5.19314807,0.31725604,1.00000000
0.56636854,0.18682796,0.00000000
0.20443355,1.24983523,0.00000000
1.94968211,0.70263205,0.00000000
0.53786231,1.43564749,0.00000000
1.20266062,1.26245780,0.00000000
3.64037967,0.39810104,1.00000000
3.55237656,3.98493268,0.00000000
1.22872632,0.06810861,1.00000000
1.67123070,0.50474740,0.00000000
0.32354181,1.39005163,0.00000000
1.40740245,0.46679174,0.00000000
0.12504348,0.49457493,0.00000000
1.10431963,0.33905638,0.00000000
0.35862753,0.73082726,0.00000000
0.48242302,0.12119979,0.00000000
0.26020392,0.60056099,0.00000000
2.40149411,0.09965197,1.00000000
0.21182162,1.40185095,1.00000000
0.70304740,0.01334087,1.00000000
0.58585940,2.77484352,0.00000000
0.17524171,0.42686886,0.00000000
0.37662641,0.10558250,0.00000000
0.27731497,1.02302457,0.00000000
0.54973165,3.72240289,1.00000000
0.28632460,0.37882686,0.00000000
0.60840417,0.94790240,0.00000000
2.14545205,1.38620198,0.00000000
0.09407403,2.11259535,1.00000000
1.67202143,1.49413179,0.00000000
0.11158911,1.03109484,1.00000000
0.46602469,0.14197008,0.00000000
0.28764879,0.01001455,1.00000000
0.86267273,0.87424575,0.00000000
0.04261474,0.83169858,1.00000000
2.13471707,2.21822424,0.00000000
0.67561321,0.78285690,0.00000000
1.03063412,2.92813297,0.00000000
1.65442692,2.41965789,0.00000000
0.91443225,1.12656675,0.00000000
0.30899863,3.78111911,1.00000000
0.21693310,0.79816886,0.00000000
0.76726658,0.02221700,1.00000000
3.94939989,3.48098992,0.00000000
0.10337689,0.09955557,0.00000000
0.57271434,0.48971460,0.00000000
0.01131205,2.41471309,1.00000000
0.24387342,1.36054086,0.00000000
0.92451584,0.20122791,0.00000000
1.36399834,0.02785421,1.00000000
3.98652805,0.70236406,0.00000000
1.05945458,1.31467904,0.00000000
0.59021673,0.18772497,0.00000000
1.18241096,1.91788268,0.00000000
1.91211615,4.11340235,0.00000000
0.16376677,1.08696505,1.00000000
0.40116473,0.85716326,0.00000000
0.57885821,1.55777021,0.00000000
0.61791923,0.58566911,0.00000000
0.85719703,0.07150816,1.00000000
0.24911545,0.02452994,1.00000000
0.53972678,0.16124163,0.00000000
2.50968724,0.00576857,1.00000000
0.17743417,0.07612591,0.00000000
0.40544652,0.31204694,0.00000000
0.07748553,1.91010764,1.00000000
1.46331341,0.12427984,1.00000000
1.50691022,2.69812742,0.00000000
0.12640152,1.79977247,1.00000000
1.26744814,5.90935192,0.00000000
0.49188596,1.67961070,0.00000000
3.12941179,0.12909941,1.00000000
0.05976443,2.74404752,1.00000000
0.08292667,2.40959286,1.00000000
0.10904617,0.01867512,0.00000000
2.71689625,0.71146946,0.00000000
2.29168285,0.97126851,0.00000000
0.08207458,0.95870581,1.00000000
0.38266178,0.68513092,0.00000000
0.63703683,0.56300581,0.00000000
0.31885241,1.23604323,0.00000000
0.78081984,0.65706967,0.00000000
0.92173867,2.09276986,0.00000000
0.53891995,0.16057427,0.00000000
2.47648698,1.00746103,0.00000000
1.83725426,1.08788316,0.00000000
0.31937373,0.09737831,0.00000000
0.81370029,0.16410963,0.00000000
0.29396816,2.14279087,1.00000000
1.19021840,0.54479032,0.00000000
2.99834861,0.34788663,1.00000000
1.45848029,0.62925206,0.00000000
0.21922615,0.37533428,0.00000000
0.07395505,0.37863616,0.00000000
2.79006990,0.61971036,0.00000000
3.22693459,0.02316899,1.00000000
0.38058521,0.07273668,0.00000000
0.14776884,0.14975995,0.00000000
1.91585334,1.68506496,0.00000000
1.44447091,1.09498018,0.00000000
0.13701283,1.21868609,1.00000000
0.27904432,0.26662499,0.00000000
0.36824316,0.36063714,0.00000000
1.92599590,1.57888593,0.00000000
0.82449243,0.15643946,0.00000000
0.05507901,0.36549095,0.00000000
0.06708652,1.85696130,1.00000000
3.97718335,1.11784228,0.00000000
1.56807327,2.87741101,0.00000000
0.13103479,1.11452913,1.00000000
0.60181965,0.93036020,0.00000000
0.56986840,1.04145116,0.00000000
1.66824750,0.40115004,0.00000000
1.38730455,0.25966324,0.00000000
0.08119366,0.16964649,0.00000000
0.31554659,0.69076023,0.00000000
0.25142345,2.35221158,1.00000000
0.16437196,0.70678393,0.00000000
0.65435054,0.05738893,1.00000000
1.99566310,0.13262432,1.00000000
0.08293328,0.39049526,0.00000000
0.71782536,1.56101058,0.00000000
1.09030866,0.61824008,0.00000000
3.14719800,0.48998873,1.00000000
0.47073204,0.04583628,1.00000000
4.42250518,1.15158348,0.00000000
1.21484871,0.10524891,1.00000000
0.59649888,2.10438620,0.00000000
1.14599298,2.76746616,0.00000000
0.11793574,0.82814937,1.00000000
0.80151675,1.84713868,0.00000000
3.34129499,0.11188567,1.00000000
0.63302545,0.98861436,0.00000000
0.92993142,0.65704984,0.00000000
0.68671738,0.90890453,0.00000000
0.55075019,0.92236436,0.00000000
0.61413276,2.21259219,0.00000000
0.89997444,0.39982994,0.00000000
0.85107388,0.03235047,1.00000000
0.51554032,0.57915534,0.00000000
2.27939306,0.25786545,1.00000000
2.10486751,0.10406200,1.00000000
0.35582738,0.28802272,0.00000000
2.26492598,1.05406842,0.00000000
0.82720846,1.29265106,0.00000000
0.05538545,1.19725289,1.00000000
0.84124109,0.58072167,0.00000000
0.00111342,1.28831337,1.00000000
0.67199755,0.95215336,0.00000000
1.64398316,1.45630298,0.00000000
1.74080022,0.24359647,1.00000000
1.11765659,0.33479293,0.00000000
0.38622370,2.53423072,1.00000000
1.83171881,0.99795313,0.00000000
0.01766238,0.89109339,1.00000000
0.91433544,0.94276739,0.00000000
1.69549769,0.67145941,0.00000000
0.58193498,1.27008966,0.00000000
0.28195034,2.48053332,1.00000000
2.03682057,0.49733402,0.00000000
1.01417802,0.96707936,0.00000000
1.71517717,0.43621530,0.00000000
0.40012672,1.27010181,0.00000000
0.33040032,1.96606262,0.00000000
0.69358512,0.30293831,0.00000000
0.45172693,0.26292978,0.00000000
0.40564612,1.78623538,0.00000000
0.25990794,2.84382265,1.00000000
2.53933139,0.08803250,1.00000000
0.67614671,0.17837142,0.00000000
0.17039222,0.79901810,0.00000000
0.66243700,2.72435520,0.00000000
1.61132217,1.55141861,0.00000000
1.58499454,1.09843266,0.00000000
0.71087373,1.33415754,0.00000000
2.84450929,0.01898143,1.00000000
0.46513383,0.37130981,0.00000000
0.76163903,0.02888917,1.00000000
0.87489256,3.05666671,0.00000000
1.16570054,3.49452184,0.00000000
1.28080957,1.28332839,0.00000000
1.38870788,2.64401516,0.00000000
0.09273408,0.25848729,0.00000000
0.17361086,0.06673276,0.00000000
1.85555935,2.97972417,0.00000000
5.24683374,0.12262886,1.00000000
1.02448838,0.69646861,0.00000000
1.38228621,0.34031340,0.00000000
0.16970922,1.17384931,1.00000000
0.31204613,0.05860988,0.00000000
0.08939801,0.28718806,0.00000000
0.35394486,2.06833386,0.00000000
0.48327727,1.51611923,0.00000000
0.22954761,1.53233827,1.00000000
0.02049324,1.87750807,1.00000000
0.38179281,6.50125110,1.00000000
2.57717991,0.69264537,0.00000000
0.34768969,1.91110969,0.00000000
0.14761390,0.05395305,0.00000000
0.07885734,3.04635296,1.00000000
1.36385066,1.09489202,0.00000000
2.71578041,2.13438028,0.00000000
1.42966080,3.53974040,0.00000000
0.05329836,1.07922625,1.00000000
0.45789996,0.04520457,1.00000000
0.82573222,2.57244686,0.00000000
2.04350645,0.37807257,0.00000000
0.84395779,5.09849321,0.00000000
0.92263782,0.45595906,0.00000000
0.20658503,1.56368877,1.00000000
3.24329252,0.14316323,1.00000000
0.44679438,0.64750828,0.00000000
0.21132059,0.93006890,0.00000000
1.42197158,0.37036925,0.00000000
0.80948618,2.89427137,0.00000000
0.07031140,1.09603589,1.00000000
0.28323029,1.44322356,0.00000000
0.04207410,1.16710934,1.00000000
0.76320450,1.84169852,0.00000000
1.92827965,0.17109292,1.00000000
0.30680161,0.97227273,0.00000000
0.15532512,1.23512595,1.00000000
0.84561499,1.18506484,0.00000000
4.62559231,1.66665401,0.00000000
3.08849878,0.66012147,0.00000000
0.11629797,3.48760651,1.00000000
2.73287688,0.53567083,0.00000000
0.46793743,1.23535860,0.00000000
0.37788428,0.81589125,0.00000000
0.42745024,0.05075491,1.00000000
1.08368833,0.32411908,0.00000000
1.94552303,0.91130099,0.00000000
0.39388952,1.01884616,0.00000000
1.48606529,2.15812099,0.00000000
1.91069598,1.90127116,0.00000000
0.50055506,1.26494944,0.00000000
0.22131826,0.32274991,0.00000000
1.19415739,0.32494355,0.00000000
1.73072076,0.49341756,0.00000000
1.10208825,2.48144201,0.00000000
0.99162329,0.79668250,0.00000000
0.91820780,0.40736945,0.00000000
1.56026269,0.11650097,1.00000000
2.05837206,0.16378589,1.00000000
0.53073548,0.05940585,1.00000000
2.28832925,0.00001463,1.00000000
1.50642036,0.14884758,1.00000000
1.82400400,0.38160579,0.00000000
0.86762664,0.66520483,0.00000000
0.11576952,1.73063430,1.00000000
0.70181036,0.29126155,0.00000000
0.61454124,0.57713036,0.00000000
1.09694143,2.13875465,0.00000000
0.08193164,0.04424258,0.00000000
0.65609916,0.21511225,0.00000000
0.12129286,0.81951506,1.00000000
2.52653216,1.74733372,0.00000000
0.48606581,0.54436484,0.00000000
1.16451882,5.80334234,0.00000000
0.71329449,0.22624720,0.00000000
0.07809207,0.12692346,0.00000000
1.55661701,0.29913606,0.00000000
0.66964569,0.09469934,1.00000000
0.41989615,1.43769684,0.00000000
1.41094028,1.51905089,0.00000000
0.45304293,0.27101350,0.00000000
0.42661448,0.18055752,0.00000000
1.07946370,0.13751964,1.00000000
1.04177356,0.32834853,0.00000000
0.46919759,0.00489461,1.00000000
0.17539506,0.68590325,0.00000000
2.04167295,1.10563008,0.00000000
1.72988133,0.56681892,0.00000000
0.36930269,1.57723627,0.00000000
5.01401101,2.30735096,0.00000000
2.29343079,1.80500486,0.00000000
0.37153552,0.39430796,0.00000000
0.22931855,0.23644854,0.00000000
0.17371954,1.43768004,1.00000000
2.97774554,0.24710359,1.00000000
0.35061048,2.61930497,1.00000000
0.66102393,0.53920455,0.00000000
2.23054570,1.04842072,0.00000000
1.94983289,1.48829709,0.00000000
0.34601108,1.04956625,0.00000000
1.77419554,0.31886343,0.00000000
0.80681838,0.04833277,1.00000000
0.33349766,0.49449029,0.00000000
0.98408997,0.10643252,1.00000000
0.46281805,3.31637686,1.00000000
1.20088180,0.32505307,0.00000000
0.24614814,0.41888016,0.00000000
0.45934385,0.75692543,0.00000000
1.05198002,0.83897130,0.00000000
1.10152565,0.01757143,1.00000000
0.18301665,0.57760904,0.00000000
0.12737671,1.55915520,1.00000000
0.76904386,2.96037141,0.00000000
1.46401663,0.33780397,0.00000000
1.12786960,3.31835290,0.00000000
0.22653431,0.25451364,0.00000000
1.48361359,0.98389404,0.00000000
1.95719372,0.84815316,0.00000000
0.09260213,0.01275835,0.00000000
0.60613138,1.50986033,0.00000000
0.67454566,1.04359087,0.00000000
0.99026380,0.77931324,0.00000000
2.31237557,1.65448521,0.00000000
0.51830907,0.67034514,0.00000000
1.90110493,0.09923287,1.00000000
0.29337539,0.37721656,0.00000000
3.77918412,0.25040745,1.00000000
0.10607982,0.60713770,0.00000000
6.09930032,2.08644458,0.00000000
1.12491390,0.39207872,0.00000000
0.14838833,0.34909872,0.00000000
1.60885905,0.70468078,0.00000000
0.17246242,0.48339741,0.00000000
0.74728843,1.42627295,0.00000000
1.13157104,1.70072321,0.00000000
1.36157889,2.18557672,0.00000000
0.73100673,0.23409351,0.00000000
1.22591973,0.48690722,0.00000000
2.06665035,0.04865318,1.00000000
0.85417737,2.15024440,0.00000000
0.22058604,0.38331680,0.00000000
0.46504947,0.02962191,1.00000000
1.41389495,0.45101228,0.00000000
0.46996913,0.10974000,0.00000000
0.34169769,0.12583813,0.00000000
0.47528385,0.40978498,0.00000000
1.53152550,1.86191085,0.00000000
0.16911368,0.99496488,0.00000000
0.07209762,0.75866179,1.00000000
1.78487893,0.06993379,1.00000000
1.11533877,2.41277738,0.00000000
2.78524159,0.12834109,1.00000000
0.20061290,0.83689788,0.00000000
0.31406399,0.46121715,0.00000000
0.60972337,0.00413837,1.00000000
0.75601557,1.20491100,0.00000000
0.29195440,1.52643609,0.00000000
1.54962721,0.04316303,1.00000000
0.41068892,1.62561828,0.00000000
0.75066458,0.26264984,0.00000000
4.21855374,1.20787576,0.00000000
1.79859920,0.85683723,0.00000000
0.14498197,1.65404024,1.00000000
3.27372012,0.48046879,1.00000000
